tweet,sentiment,sentiment_score
"Préparez vous à considérer que Jesse Lingard est un Hammer.

#MUFC
#MUFC_FAMILY ",neutral,0.0
"@FlexUTD Spot on with this issue, gents! We have made big inroads in racism within society but we need to keep on t… ",neutral,0.0
"One year of Bruno Fernandes

One significant move that changed the course of Ole's Manchester United 

How would yo… ",positive,0.375
Axel Tuanzebe odpowiedział na ataki wymierzone w jego osobę w mediach społecznościowych po feralnym meczu z Sheffie… ,neutral,0.0
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"Premier League review: Manchester United suffer shock home defeat by bottom side Sheffield United, while Liverpool… ",neutral,0.0
"🗣️BREAKING: West Ham have agreed a deal to sign Jesse Lingard on loan from #MUFC for the rest of the season.

Do yo… ",neutral,0.0
#mufc #ManUtd ,neutral,0.0
#mufc #ManUtd ,neutral,0.0
Anthony Martial's wife reveals death threat messages after Man Utd's defeat #mufc #ManUtd ,neutral,0.0
@RioH95 @talkSPORT Exactly. First half against #mufc they were behind the ball for the entire first half whilst… ,neutral,-0.03888888888888888
Jesse Lingard breaks silence on United loan exit #mufc #whufc ,neutral,0.0
"@JesseLingard Proper happy for the man, go and smash it at west ham and get that form back Jlingz #lingard #mufc ",positive,0.26666666666666666
"Ça restera un vrai bon gars.

(oui je sais, on lui demande pas d'être un bon gars, j'te connais Twitter).

#MUFC… ",neutral,0.0
"I was 15 when I last bought the @ManUtd top for the actual season campaign. Come the 2000 season, I had my first jo… ",neutral,0.1875
"Le transfert de prêt de Facundo Pellistri au Deportivo Alavés devrait être finalisé aujourd'hui. 
[@JonathanShrager… ",neutral,0.0
@JesseLingard hope it’s a successful loan at @WestHam start off with banging in a couple on Sunday. Scored some vit… ,positive,0.75
"Serge Aurier STORMED OUT of Tottenham stadium after it kicked off at half time - 

#arsenal… ",neutral,-0.16666666666666666
"Bastian Soldier 
#MUFC ",neutral,0.0
Charlie Brooks - Dyrektor ds. komunikacji w Manchesterze United. Po ostatnich wydarzeniach w roli głównej z Tuanzeb… ,neutral,0.0
"Quelle fiotte.

#MUFC
#MUFC_FAMILY ",neutral,0.0
@phchu_schwein @mikeeb03 @keru_mwangi @ManUnitedZone_ @caughtoffside I dont expect you to take your deluded #mufc g… ,neutral,0.0
"Fabrizio Romano: Manchester United i West Ham doszli do porozumienia. Jesse Lingard zostanie nowym piłkarzem ""Młotów"". #MUFC",neutral,0.0
"🚨NEW POD🚨: £70Million Man   

iTunes: 
Spotify: 

- Is Pogba playing… ",neutral,0.0
Probably the better result for United last night. Top 4 should be our priority this season and Liverpool are defini… ,positive,0.3333333333333333
What happened to #Tuanzebe and #Martial is worse than losing a game. Nothing is going to change until platforms lik… ,negative,-0.26666666666666666
"#brunofernandesDay
#BrunoisRedArmy
#MUFC ",neutral,0.0
If this tweet gets 100 retweets I'll get a West Ham Shirt with Lingard on. #MUFC #jesselingard #WHUFC,neutral,0.0
Jesse Lingard is on his way out of #MUFC ,neutral,0.0
"#mufc DoC Charlie Brooks on 5 Live this morning: 'If an account is promoting illegal, hate-filled, abusive terms on… ",neutral,-0.18181818181818182
"Marcus Rashford has been given additional finishing lessons by Manchester United manager Ole Gunnar Solskjaer, amid… ",neutral,0.0
Good luck to Lingard #mufc ,positive,0.7
@ManUtd @BSchweinsteiger God go bless #mufc fans wella ❤️,neutral,0.0
Badman!!! #mufc ,neutral,0.0
@YesterdaysStars She wore a scarlet ribbon #mufc,neutral,0.0
Manchester United are ready to hand a debut to new signing Amad Diallo on Saturday when the Under-23s play Liverpoo… ,neutral,0.16818181818181818
"WEEKEND PREVIEW PREMIER LEAGUE 



#LCFC #EFC #AFC #LFC #CPFC #THFC #MCFC #BHAFC #AVFC #LUFC… ",neutral,0.0
"West Ham are set to sign Manchester United midfielder Jesse Lingard on a loan deal until the end of the season.

👉… ",neutral,0.0
Opinion: Lingard and Rojo moves make perfect sense  #RedDevils #MUFCFamily #MUFC ,positive,1.0
"A first United goal at Old Trafford for @BSchweinsteiger #OnThisDay in 2017 ⚽👏

#MUFC #GoalOfTheDay ",neutral,0.175
Jesse Lingard 'rejected two clubs' for West Ham transfer #mufc  ,neutral,0.0
[ESPN] - Manchester United planerar att ge Amad Diallo speltid med U23 på lördag. #mufc,neutral,0.0
"What was the best way to look up on the league table in the 90s and the early 2000s?

#MUFC",positive,0.55
Manchester United are ready to hand a youth debut to new signing Amad Diallo on Saturday when the Under-23s play Liverpool. #MUFC [ESPN],neutral,0.16818181818181818
"Amad Diallo 
#MUFC 🔴⚫️ #MUIP ",neutral,0.0
"⚠️ Lingard is on his way to London to complete his loan move to West Ham.

We will be LIVE @ 12.30pm discussing Jes… ",neutral,0.11818181818181818
"@ManUtdInPidgin Amen oh
#MUFC",neutral,0.0
"Stats in the #PL (20/21)
Man Utd
2nd place
40 points 
12 wins✅
4 draws🤝
4 losses❌
37 goals scored⚽
27 goals concede… ",neutral,0.0
"Bruno Fernandes set tone by 'shushing' Pep Guardiola and telling team-mates to ""get mad"" #mufc #ManUtd ",negative,-0.625
Facundo Pellistri 'has preference' as two clubs eye loan move for Man Utd youngster #mufc #ManUtd ,neutral,0.0
"God go bless Man Utd fans ❤️ 
#MUFC 🔴⚫️ #MUIP ",neutral,0.0
Solskjær has been impressed with Amad Diallo since joining the squad and is planning to give the teenager his first… ,positive,1.0
Manchester United are ready to hand a youth debut to new signing Amad Diallo on Saturday when the Under-23s play Liverpool. #MUFC [ESPN],neutral,0.16818181818181818
"@LFCmillicenttt_ Dear FSG.

Your club were beaten by a “Norwegian PE teacher” and a team that wears a shirt that lo… ",neutral,0.0
"West Ham are to announce the loan signing of Jesse Lingard today, talkSPORT understands #WHUFC #MUFC

",neutral,0.0
Manchester United are ready to hand a youth debut to new signing Amad Diallo on Saturday when the Under-23s play Liverpool. #MUFC [ESPN],neutral,0.16818181818181818
Solskjær has been impressed with Amad Diallo since joining the squad and is planning to give the teenager his first… ,positive,1.0
"Manchester United have won 26 points away from home so far this season, more than any other Premier League side (8W,2D)
#MUFC #PL #ARSMUN",neutral,0.15833333333333333
Manchester United are ready to hand a youth debut to new signing Amad Diallo on Saturday when the Under-23s play Li… ,neutral,0.16818181818181818
"Manchester United are unbeaten in their last 17 #PL away games, their joint longest run without a defeat on the roa… ",neutral,0.0
"Bruno Fernandes to Manchester United, here we go!

Totally confirmed. The agreement has been reached with Sporting… ",positive,0.4
"NEW: A look at United's very uncertain sponsorship situation

#mufc 

",neutral,0.16818181818181818
"💷 “I got fined £10k for that.”

😬 “My ex-wife was not happy... I was paying her 40% of my #Arsenal income.”

😫 “So… ",negative,-0.4
Manchester United are ready to hand a youth debut to new signing Amad Diallo on Saturday when the Under-23s play Liverpool. #MUFC [ESPN],neutral,0.16818181818181818
Looks quite good in a West Ham Shirt✨Even though Lingard might not get right into the first team ahead of likes of… ,positive,0.41190476190476194
Mourinho laying blame on ‘individuals’ labelling them cowards after a defeat presided by himself. When is he going… ,neutral,0.0
"If you had said to me in August, this would be the table going into last weekend in Jan I'd have asked for the glue… ",neutral,0.0
Ramos' replacement could be bad news for #MUFC and #LFC ,negative,-0.6999999999999998
If there is a positive in defeat for United it is they need Amad Diallo as an option off the bench #mufc ,positive,0.22727272727272727
"The GameDay Preview Pod is back ....

✅10 previews 
✅ Interviews with Klopp and Mourinho 
✅ @alex_crook “measured”… ",neutral,0.0
Disgrace.. this what country we living in #mufc ,neutral,0.0
"Manchester United are winless against Arsenal under Solskjaer (D1, L3).
Hopefully we end this streak on Saturday 💪
#MUFC #PL #ARSMUN",neutral,0.0
"📝- West Ham will pay £1.5million loan fee for Jesse Lingard and his £80,000 p/w wages.

[@ManUtdMEN] 

#MUFC",neutral,0.0
"@FcMutuals @united_focus_ 100% quick follow back, no cheating
Help me to 6.3K, need your support🔴🙏

#GainSZN #GainSNZ #IFB #GGMU #MUFC",neutral,0.16666666666666666
"@FcMutuals @united_focus_ 100% quick follow back, no cheating
Help me to 6.3K, need your support🔴🙏

#GainSZN #GainSNZ #IFB #GGMU #MUFC",neutral,0.16666666666666666
"Sad week in sports 😏
#MUFC -L
#Trailblazers -L

@StephenMungudit come we grieve.",negative,-0.5
@ManUtdMEN #mufc #koulibaly #asap ,neutral,0.0
RECAP OF SOME HUGE AND SHOCKING GAMES THAT WENT DOWN THIS WEEK: English Premier League And Italian Coppa Italia.… ,neutral,-0.15111111111111108
#MUFC | West Ham na Manchester United zimekubaliana uhamisho wa mkopo wa Jesse Lingard mpaka mwisho wa msimu.… ,neutral,0.0
"Arsenal have won their last two #PL matches against Manchester United, last winning three in a row in September 199… ",neutral,0.16666666666666666
"@davvydmoore @united_focus_ 100% quick follow back, no cheating
Help me to 6.3K, need your support🔴🙏

#GainSZN #GainSNZ #IFB #GGMU #MUFC",neutral,0.16666666666666666
🗞️ Eric Bailly was rested for #mufc 's 2-1 home loss to Sheffield United following a car crash. Eric was not drivin… ,neutral,0.0
"@CFC_Jacck @united_focus_ 100% quick follow back, no cheating
Help me to 6.3K, need your support🔴🙏

#GainSZN #GainSNZ #IFB #GGMU #MUFC",neutral,0.16666666666666666
"West Ham will pay £1.5million loan fee for Jesse Lingard and his £80,000 p/w wages. [men] #mufc",neutral,0.0
"@ZiyaadCFC @united_focus_ 100% quick follow back, no cheating
Help me to 6.3K, need your support🔴🙏

#GainSZN #GainSNZ #IFB #GGMU #MUFC",neutral,0.16666666666666666
"Fuck Racism, We’re all Red here🇾🇪 #MUFC",neutral,-0.2
"Fancy some predictions and tips for Arsenal vs Manchester United?
#ARSMUN #AFC #MUFC
",neutral,0.0
"Big game tomorrow - how's everyone feeling for it? 🤔 

#mufc ",neutral,-0.2
"🏴󠁧󠁢󠁥󠁮󠁧󠁿 #PremierLeague Team of the Week ⚽

@AreolaOfficiel

Cancelo | Dunk | @HarryMaguire93 | @jamesjustin98… ",neutral,0.0
"West Ham will pay £1.5million loan fee for Jesse Lingard and his £80,000 p/w wages. [men] #mufc",neutral,0.0
"We all wish Jesse Lingard all the best at West Ham.🤝
A Red Through And Through, Lived The Dream, did it in style.🔥… ",positive,0.5
"はてなブログに投稿しました #はてなブログ

〽正念場のマルシャル
↘ミスの目立つデヘア
❌しかし、人種差別は絶対的にNo!!
#PL #MUNSHU #MUFC #マンチェスター・ユナイテッド
【試合レビュー】注意力散漫な失点か… ",neutral,0.0
"""He got it wrong today.""

""Ole just has to pull the trigger.""

""Should have come on much earlier.""
- @ArjunHanda1… ",negative,-0.25
Man Utd's plan for Dayot Upamecano with just days remaining in transfer window #mufc #ManUtd ,neutral,0.0
Premier League teams will be able to fulfil their European fixtures as long as they are not travelling to places on… ,neutral,0.15
United have an easy decision to make with Amad Diallo #mufc ,positive,0.43333333333333335
"#MUFC 
CLのイスタンブール戦の失点も有り得ないものだった😠💨腑抜けた失点がシーズン中何度もあるのは考えもの👊両方ともマティッチが少なからず関与(慢性的に寄せが甘い💦)してるけど、彼こそベテランとしてチームを締めてもらいたい… ",neutral,0.0
"📆#OnThisDay📆 in 2016

Former Manchester United captain Nemanja Vidic announced his retirement from football. 😪
#MUFC ",neutral,0.0
#MUFC ,neutral,0.0
📝 — Eric Bailly was rested against Sheffield United following a car crash. But he wasn't driving the vehicle and is… ,neutral,0.0
🎥 Retour sur la première passe décisive de la saison pour Rashford lors de la victoire contre Newcastle (4-1).… ,neutral,0.0
@TerraceImages Fantastic image #mufc #unitedfanculturearchive #bigchangemcr,positive,0.4
"🚨 BIG GAME PREVIEW 🚨

ARSENAL v MAN UNITED 👀

We cover the key talking points ahead of Saturday's game ⬇️

😤 Should… ",neutral,-0.2
"Luke Shaw is having a fantastic season at Old Trafford 👏

Are we finally seeing the best of the 25-year-old left-ba… ",positive,0.375
"#MUFC | SAME OLD ARSENAL... 😆

This has got me in stitches this morning - @AFTVMedia 👋🏻 ",neutral,0.05
Wouldn’t be at all surprised if #MUFC were the top 4 club interested in a loan deal for Maitland-Niles,positive,0.2833333333333333
"Mon thread sur la défaite de mercredi pour ceux qui l'ont ratés ! 
Très bonne journée à tout le monde sauf les ""sup… ",neutral,0.0
"Transfer news LIVE: Kalidou Koulibaly 'keen' on Manchester United move #MUFC 

 ",neutral,0.13636363636363635
"Kalidou Koulibaly wan come Manchester United. 
Source: MEN 
#MUFC 🔴⚫️ #MUIP ",neutral,-0.2
"Our head to head stats against Arsenal in the #PL:
57 games played
24 wins✅
17 drawn🤝
16 losses❌
#MUFC #PL #MUNARS",neutral,0.0
Kalidou Koulibaly 'keen' on United move #mufc ,neutral,0.0
"@utdarena I love Rashford and Martial but they are weak links in the squad right now.
They need some time on the be… ",neutral,0.10267857142857142
Will be very interesting  .it's only for  real  fans who care about the club #MUFC ,positive,0.2833333333333334
"This is one of the accounts that attacked martial's wife on IG🤦💔

Jamielika94 &amp; henriiedwin 
Make sure to report❌❌… ",positive,0.25
Kalidou Koulibaly 'keen' on United move #mufc  ,neutral,0.0
🗞️ Eric Bailly was rested for #mufc 's 2-1 home loss to Sheffield United following a car crash. Eric was not drivin… ,neutral,0.0
You can criticise players for not playing well etc but you can not threaten or racially abuse them! Utd is our club an… ,neutral,0.0
"Form in the #PL (last 5 games):
Man Utd
WWDWL
6 goals scored⚽
4 goals conceded🥅
Arsenal
WWDWW
11 goals scored⚽
1 go… ",neutral,0.0
#mufc #ManUtd ,neutral,0.0
#WestHam have agreed a deal to sign 28-year-old English midfielder Jesse #Lingard on loan from #ManUtd for the rest… ,neutral,0.0
"Manchester United fans make January transfer demand in response to Anthony Martial form #mufc
Every Utd fans would… ",neutral,0.0
Eric Bailly was rested for #MUFC 's 2-1 home loss to Sheffield United following a car crash. Eric was not driving t… ,neutral,0.0
The amount of activity on my football Twitter since last night is unmatched and it's was more because I rattled som… ,positive,0.25
"Bruno Fernandes has revolutionised Manchester United since arriving in January 2020. 🔥

But is he the best ever Pre… ",positive,1.0
Give Tim Long a break. His honeymoon period of 3 months is over. Typical of his manager to go on a run only to fall… ,neutral,-0.07222222222222223
@ms_manutd All the best Jessie. #MUFC,positive,1.0
"75% of our league defeats this season has come with @Fred08oficial on the bench, he such a crucial player for us @ManUtd #MUFC 🔴",neutral,0.0
Dont understand United getting rid of Rojo. Who would you rather face at Centre Crack. 🤕 #MUFC ,neutral,0.0
"A year ago today😉.

#Bruno #Hater #MUFC  ",neutral,0.0
"If Ole losses against Arsenal , he better pack his bags and go #MUFC",positive,0.5
”Så här bra läge har vi inte haft i ligan sedan Sir Alex sista säsong” – United in FredagsPanelen är tillbaka #MUFC… ,neutral,0.0
Martial was not the only player to disappoint vs #SUFC but contrast with Cavani stark after Solskjaer’s demands for… ,neutral,-0.06666666666666667
Ole's at the wheel! #mufc #premierleague @rioferdy5 #ManUtd #LFCfamily #TOTLIV ,neutral,0.0
The relaxed approach for a centre half this January shows the lack of ambition from the board again. Bailly and Lin… ,neutral,-0.16666666666666666
"To think I'd be surprised seeing Manchester United drop to the 4th position after our next EPL game.

We wait. #MUFC ",neutral,-0.10000000000000002
"Man Utd's plan for Dayot Upamecano with just days remaining in transfer window | #MUFC

 ",neutral,0.0
"Nobody has forgotten where the real problems lie at Manchester United, no matter where we are in the table. Ed Wood… ",neutral,0.2
Day 4 of our tributes to those lost at Munich and today is dedicated to the magnificent Tommy Taylor who would've b… ,positive,1.0
"H2H stats in the #PL (20/21):
De Gea
18 games played 
6 clean sheets
2.2 saves p/m
73% pass acc. 
83.7% successful… ",positive,0.3666666666666667
"United Offered Former Man City Forward Following Ighalo Exit #MUFC

Details Below ⬇️⬇️⬇️
 ",neutral,0.0
Pertandingan pertama di paruh musim pertama kalah 2-1. Pertandingan pertama di paruh musim kedua kalah 2-1 juga. Jan ra masook tenan #MUFC,neutral,0.0
You know we can be outraged by a player being racially abused on social media and have analysis about United's last… ,negative,-0.43333333333333335
"""I had a little bet with Rio last night, I still think they’ll finish above United."" #LFC #MUFC
",neutral,-0.0625
"If we play against Arsenal like we did on Wednesday night... 

We will be lucky to come away with a 2-0 win 

🤣🤪😝 @ManUtd #MUFC #ARSMUN",positive,0.5666666666666667
"@ManUtd @ManUtd Such a talented prospect, needs to be given more time imo, up the fkin reds
#MUFC",positive,0.39999999999999997
Bruges change de cible prioritaire pour remplacer Diatta #clubbrugge #astonvilla #mufc #manutd #transfer #mercato… ,neutral,0.0
Ultimately united can still fall out of the top 4 and can still get sacked at the end of the season with a bad run… ,neutral,-0.06666666666666661
"2005. #Highbury Stadium

#Arsenal Vs #Man Utd

Historical scene. #Keano Vs #Viera

#MUFC #ManchesterUnited ",neutral,0.0
@FabrizioRomano just heard you on the #podsavedtheball podcast could the #luiscampos be going to #MUFC?,neutral,0.0
"All the latest Newcastle and Premier League gossip 🗞️

👋 Player set to exit club 
❌ #MUFC ace rejects SJP move 
👎 D… ",positive,0.5
"All the latest Newcastle and Premier League gossip 🗞️

👋 Player set to exit club 
❌ #MUFC ace rejects SJP move 
👎 D… ",positive,0.5
I want to see much better from Manchester United social media I want to see a balance in your discussions and I wan… ,positive,0.26666666666666666
"⭐YOSHI-MEDIA⭐
IT'S FRIDAY!!!!! 
🌍UK &amp; INTERNATIONAL SPORT
📽️MOVIES
🎞️SERIES
🦸‍♂️KIDS
🔥ADULT🔞
🔝TOP CLASS SUPPORT TEA… ",neutral,0.0
Fabrizio Romano: Manchester United doszedł do porozumienia z West Hamem. Jesse Lingard trafi na wypożyczenie do klubu z Londynu. #MUFC,neutral,0.0
"There has been a hold up in Jesse Lingard's loan deal to West Ham. #mufc will not grant a move for less than £1.5m,… ",neutral,-0.16666666666666666
"🔴🔴Manchester United have been offered the chance to sign Edin Dzeko from Rona this month, according to Corriere del… ",neutral,0.0
Manchester United fans name player who must start against Arsenal FC #mufc ,neutral,0.0
Kane out for a while is the catalyst to the Mourinho meltdown I've been waiting for. The mask will slip and his rea… ,neutral,0.0
Good morning famz especially the red family #MUFC fans,positive,0.2333333333333333
"⏰ Morning! ⏰

Don't forget to start your day with some football chat!

@HeliconGlasgow tries (not) to talk about Ce… ",neutral,-0.1
Grown men abusing a lady solely because her husband was poor in a match. Imagine being that deluded #MUFC,negative,-0.4
"🚌 Most AWAY league points in 2020/21 (top 4 tiers):

2⃣6⃣: 👉LINCOLN👈, Man Utd
2⃣5⃣: Norwich
2⃣4⃣: Charlton
2⃣3⃣: Le… ",positive,0.5
#MUFC besties who is the first player that comes to your mind when you see this Jersey ? ,positive,0.25
#mufc will not 'aggressively' try to sign Ramos due to a special 'Covid pact' between Europe's elite. [sun],neutral,0.11607142857142858
"H2H stats in the #PL [One Football]:
Bailly
7 app. 
88% pass acc. 
100% tackles won
60% aerial duels won 
3.5 clear… ",neutral,0.0
"The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the racist abuse suf… ",neutral,0.2
" 2 years ago today, Manchester United v Burnley. #mufc",neutral,0.0
See Liverpool get a win and the pundits are kissing their arse again! Do me a favour ffs. Liverpool have been on a… ,positive,1.0
"Why #mufc bin rest Eric Bailly vs Sheffield United? 

The defenders bin dey involved in car accident. No be him dey… ",neutral,0.0
@AnthonyMartial watch this. Come on lad! 🔴🇾🇪 #mufc  ,neutral,0.0
#MUFC #jesselingard,neutral,0.0
My worry about Wednesday is that in a game to go back top of the league all the players looked like they couldnt be… ,neutral,0.033333333333333326
Eric Bailly was rested for #mufc 's 2-1 home loss to Sheffield United following a car crash. Eric was not driving t… ,neutral,0.0
"🔲#MUFC midfielder rejects #NUFC move
🔲Chelsea defender targeting title after loan move
🔲Bournemouth boss asked abou… ",neutral,0.0
@FACupWembley @UtdBeforFergie @YesterdaysStars @FootballArchive @ManUtd Gone but never forgotten 🙏… ,neutral,0.0
Manchester United interessiert an Pedro Gonçalves  #transfermarkt #mufc #pedrogoncalves,neutral,0.0
"Anthony Martial is the laziest player ever to wear the Manchester United jersey.

| #mufc #MUNSHU #FPL #football |",neutral,0.0
"We're talking to @robbohuyton about the #LFC vs #MUFC rivalry | #OTBAM 

",neutral,0.0
"Remembering the late Manchester United player Tommy Taylor who was born OTD in 1932.

Taylor played &amp; scored in the… ",negative,-0.3
"#MUFC are not making any signings this January but there will be a few exits. Here's the latest 

✅ Lingard to West… ",neutral,0.15
"Best attacking 3 in the #PL:
Arsenal
Saka-Lacazette-Aubameyang 
52 games played 
18 goals 
4 assists 
Man United
Br… ",positive,1.0
"Jesse Lingard’s Instagram stories late last night. 

On his way to West Ham ⚒⚒⚒

#WHUFC #COYI #GSBOUT #MUFC ",neutral,-0.15
Manchester United @TransferNewsCen @ManUtd @ManUtd_ID #TransferNewsCentral #ManchesterUnited #MUFC #Transfer ,neutral,0.0
It could be a big weekend for Amad Diallo #mufc ,neutral,0.0
"Our Combined XI(Arsenal/Man Utd)
De gea
Shaw
Gabriel
Bailly
Wan bissaka
Partey
Pogba
Fernandes
Rashford
Lacazette
Saka
#MUFC #PL #ARSMUN",neutral,-0.2
Eric Bailly was rested for Manchester United's 2-1 home loss to Sheffield United following a car crash. Bailly was… ,neutral,0.0
#mufc will not 'aggressively' try to sign Ramos due to a special 'Covid pact' between Europe's elite. [sun],neutral,0.11607142857142858
Just wanna say that everyone is overreacting about the Sheffield loss. It was bound to happen. Plus this team has n… ,neutral,0.0
"""I worked for a decade in Manchester.""

@robbohuyton of @TheAnfieldWrap is discussing aspects of the #MUFC vs #LFC… ",neutral,0.0
"The test of United’s credentials as title contenders comes tomorrow. If we win, then we’ve got the character &amp; qual… ",positive,0.8
"All the best @JesseLingard. An academy product, nice lad and talented footballer. Enjoy West Ham and thank you for… ",positive,0.6749999999999999
"Jesse Lingard is leaving Manchester United having won more European trophies than Man City⚽️🔴🏆
#MUFC #Lingard ",positive,0.25
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"On the 29th January 1972, Manchester United played away against West Bromwich Albion. The final score was West Brom… ",neutral,0.0
"On the 29th January 2002, Manchester United played away against Bolton. The final score was Bolton 0 United 4.  #MUFC #football",neutral,0.0
One year since @ManUtd signed Bruno Fernandes. What an impact signing he has been!! #MUFC #GGMU,neutral,0.0
"Cavani per 90 stats in 20/21

Goals: 0.49
xG: 0.48
Shots on target: 1.26
Pressures: 16.6
Tackles: 1.08
Interception… ",neutral,0.0
#mufc will not 'aggressively' try to sign Ramos due to a special 'Covid pact' between Europe's elite. [sun],neutral,0.11607142857142858
"Still going on about Sheffield United 🙄 it’s done, we lost, we move on. Bigger game tomorrow, let’s just hope we tu… ",neutral,-0.2
🚨 BREAKING: The Premier League is set to become the first division in world football to allow concussion substitute… ,positive,0.25
"Decent deal if #WestHam  are paying all his wages, often we end up paying half just to get rid due to the stupid co… ",negative,-0.23124999999999998
"Le live d'hier soir était encore génial !

Ça a énormément débattu !

Sans oublier l'after improvisé hors antenne j… ",positive,0.2130681818181818
Leeds were happy to get out of the championship because in that league about a dozen teams would vie for a top 6 fi… ,positive,0.65
@OngBren Of course! Send us a DM. The more #mufc fans involved the better!,positive,0.5625
@RaivanderGouw with the FA Cup #MUFC ,neutral,0.0
"A tweet everyday until our club is no longer a Glazer cash cow.. Day 114

Don't let the Glazers divide us… ",neutral,-0.16666666666666669
@MoMUFC2020 Well said Mo. Enjoying following your page #MUFC #NoToRacism ✊🏻✊🏿,positive,0.25
Jesse Lingard will leave United today and he should be granted the status of a cult hero by our fanbase in my hones… ,neutral,0.0
@xGPhilosophy Read my lips: The table does not lie. #mufc are where we deserve to be. The collective of a team is a… ,neutral,0.0
Facundo Pellistri loan could be finalised today #mufc ,neutral,0.0
The bubble has burst. @Muppetiers podcast out later today hosted by @RiddyMuppetiers go check it out. #MUFC… ,neutral,0.0
"Reports in Germany suggest Borussia Dortmund are open to selling #MUFC target Jadon Sancho, if they fail to qualify… ",negative,-0.25
"If I were you, I will let my partner have a feel of these beautiful silk BEDDINGS this valentine 🥰

These babies ar… ",positive,0.85
@JesseLingard Good luck at West Ham mate. You'll smash it. Thanks for the memories at Man UTD and hopefully this is not the end #MUFC,positive,0.44999999999999996
"Tomorrow it will be a year since Bruno Fernandes signed for Manchester United, Since then he has scored 28 times in… ",neutral,0.0
"BREAKING: West Ham have agreed a deal to sign Jesse Lingard on loan from #MUFC for the rest of the season.
Goodluck… ",neutral,0.0
"Go smash it at @WestHam💪
#MUFC #WestHam #PremierLeague ",neutral,0.0
"💥👕Obtenez de suite la tenue de match enfant de votre équipe pour 1⃣3⃣ euros
🛒 🅱🅾🆄🆃🅸🆀🆄🅴 ➭ 
🧦C… ",neutral,0.0
"10 years since my first trest in peace to Old Trafford!

#MUFC

@ManUtd ",neutral,0.1875
"Couldn't agree more with this! ⬇️

What do you think about VAR? 👀 #mufc ",positive,0.625
"VAR this. VAR that. Bottom line is - it's a mess! 👀

🔊 Do you agree with @benpearcetalks here?

Listen to… ",negative,-0.21875
[Mail] - Roma har erbjudit Manchester United att värva Edin Dzeko. #mufc,neutral,0.0
[@JonathanShrager] - Facundo Pellistris låneflytt till Deportivo Alaves slutförs idag. #mufc,neutral,0.0
@paulenglish1961 Floods everywhere that Sunday #mufc,neutral,0.0
@CantonaCollars @UtdBeforFergie @YesterdaysStars Reds were everywhere that day #mufc,neutral,0.0
"I know United angered me on Wednesday, and our own fans angered me yesterday. But I'm itching for it to hit midnigh… ",negative,-0.3
"Arsenal vs Man.United live di NET TV juga yah manteman seantreo Nusantara 🔴

#MUFC #ARSMUN ",neutral,0.06818181818181818
"📝- The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the racist abuse… ",neutral,0.2
"🗣️- Facundo Pellistri’s loan move to Deportivo Alavés should be finalised today. 

[@JonathanShrager]

#MUFC",neutral,0.0
Jesse Lingard breaks silence on Manchester United loan exit #mufc #whufc ,neutral,0.0
"I don’t actually know what’s up with Martial. 

He had started running and tracking back under Olé but he seems to… ",neutral,0.0
"With Lingard heading to London on loan and Valencia, Smalling, Darmian and Fellaini having already left, it begs th… ",neutral,0.0
Horrible deal. 3 CMs 1 Winger. 3 aging players 1 prospect . Plus all those wages! Joke of a deal unless we would re… ,negative,-1.0
"Good luck Jesse Lingard...
Thank you for the memories..
Scored clutch goals 👏🏼👏🏼 
#MUFC",positive,0.7
"Manchester United are set to let Facundo Pellistri leave on loan 'today' #MUFC 
",neutral,0.0
"""I can imagine Roy Keane in that side - he'd go crackers!"" 

John Giles wasn't impressed again by the attitude of s… ",positive,1.0
@ESPNFC @MrTomMcDermott Didn’t he also say that he had a better crop off players to work with now than what he had at Man Utd? 🤔 #mufc,positive,0.5
OK the last result was not good we need to get ourselves together &amp; get back to winning ways! #mufc ,neutral,0.155
"According to @JonathanShrager facundo pellestri loan to Deportivo Alaves should be finalised tommorow ...
#MUFC",neutral,0.0
tuanzebe deleted his twitter because of Racists comment down right awful #NoRoomForRacism #ggmu #MUFC #Tuanzebe,negative,-0.28994708994708995
You can criticise the team or even individual performance but never racially abuse someone #MUFC,neutral,0.0
"Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised today. 
#MUFC [@JonathanShrager]",neutral,0.0
"Ça c’est Marcus Rashford ! 🔴✊🏽

🔁 et ❤️

#MUFC #RASHFORD #Martial #Tuanzebe #MUFC_FAMILY #GGMU 

",neutral,0.0
"Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised today. 
#MUFC [@JonathanShrager]",neutral,0.0
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
